,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,month_sold,year_built,year_renovated,Geo_Clusters
15714,595000.0,4,1.5,1350,8113,1.0,0.0,0.0,4,7,1350,0.0,1930,8113,7,5.0,12,1
15715,850000.0,4,2.5,3180,11652,2.0,0.0,1.0,3,9,3180,0.0,3110,15183,9,7.0,12,1
15716,366000.0,3,2.5,1790,4065,2.0,0.0,0.0,3,8,1790,0.0,2480,4252,10,10.0,12,0
15717,715000.0,4,3.0,1986,6000,2.0,0.0,2.0,4,8,1746,240.0,1930,6200,9,2.0,12,4
15718,300000.0,4,2.5,2400,7215,2.0,0.0,0.0,3,8,2400,0.0,2220,7760,12,9.0,12,5
15720,812000.0,3,2.0,1970,3420,2.0,0.0,3.0,5,8,1970,0.0,1770,3420,4,1.0,12,2
15721,234950.0,3,1.0,1360,9948,1.0,0.0,0.0,3,6,1360,0.0,1670,8475,5,7.0,12,3
15722,656500.0,4,2.0,2710,4750,1.0,0.0,0.0,4,7,1460,1250.0,1700,3800,6,1.0,12,2
15723,255000.0,2,1.5,920,1598,2.0,0.0,0.0,3,7,920,0.0,1110,1598,7,9.0,12,2
15724,538000.0,3,2.75,2000,7204,1.0,0.0,0.0,5,7,1250,750.0,2480,17633,12,5.0,12,1
15725,260000.0,3,2.25,1920,9680,1.0,0.0,0.0,4,7,1300,620.0,1500,9516,7,6.0,12,1
15726,546200.0,3,2.5,2678,6607,2.0,0.0,0.0,3,9,2678,0.0,2780,6607,10,9.0,12,2
15727,280500.0,3,1.0,1220,4541,1.0,0.0,0.0,3,7,890,330.0,1670,3429,4,5.0,12,4
15728,295000.0,3,1.75,1440,4000,1.0,0.0,0.0,4,7,1050,390.0,1560,4000,8,7.0,12,4
15729,700000.0,4,1.75,2420,520,1.5,0.0,0.0,3,7,2420,0.0,1200,1170,10,nan,12,2
15732,437000.0,3,1.75,1310,9282,1.0,0.0,0.0,4,7,1310,0.0,1310,8748,5,7.0,12,0
15733,447000.0,3,2.5,1800,3074,2.0,0.0,0.0,3,7,1800,0.0,1610,2929,3,10.0,12,0
15735,508300.0,3,1.0,1160,5969,1.0,0.0,0.0,3,7,880,280.0,1550,5120,3,2.0,12,2
15736,485000.0,3,1.5,1870,7853,1.0,0.0,0.0,3,7,1300,570.0,1870,8300,7,6.0,12,2
15738,356000.0,3,2.25,2280,8765,2.0,0.0,0.0,3,8,2280,0.0,1920,8265,9,7.0,12,1
15739,525000.0,4,2.0,1720,6099,1.0,0.0,0.0,4,7,860,860.0,1100,5671,8,4.0,12,2
15740,962800.0,4,2.75,3630,11775,2.0,0.0,0.0,3,10,3630,0.0,3800,12451,3,9.0,12,0
15741,315000.0,4,2.5,2040,6300,2.0,0.0,0.0,3,8,2040,0.0,2260,5877,10,10.0,12,5
15742,525000.0,3,2.25,1750,1879,3.0,0.0,0.0,3,8,1750,0.0,1750,3155,6,10.0,12,2
15743,325000.0,2,2.25,1550,2285,2.0,0.0,0.0,3,8,1550,0.0,1550,2135,4,10.0,12,4
15744,965800.0,4,1.75,2500,8725,1.0,0.0,0.0,4,8,1500,1000.0,1900,8998,4,6.0,12,0
15745,550000.0,4,1.0,1440,3600,1.5,0.0,0.0,4,7,1440,0.0,1010,5175,7,2.0,12,4
15746,182200.0,4,1.0,1130,13927,1.5,0.0,0.0,3,6,1130,0.0,1800,8274,10,2.0,12,4
15747,315000.0,3,1.0,1210,8505,1.5,0.0,0.0,3,7,1210,0.0,1430,8505,9,5.0,12,4
15748,500000.0,2,1.0,960,5000,1.0,0.0,0.0,4,7,960,0.0,1330,5000,8,nan,12,2
15749,480000.0,5,2.5,2160,7737,2.0,0.0,0.0,3,7,2160,0.0,2460,7737,7,9.0,12,6
15750,1690000.0,3,1.75,3400,8965,1.0,0.0,2.0,5,9,1820,1580.0,3200,8500,5,5.0,12,2
15752,407500.0,4,2.5,1900,9075,2.0,0.0,0.0,3,7,1900,0.0,1800,8460,4,8.0,12,2
15754,1260000.0,4,2.5,3150,13700,2.0,0.0,0.0,4,9,3150,0.0,3200,11900,5,6.0,12,1
15755,642000.0,3,1.0,1040,4480,1.0,0.0,0.0,3,7,870,170.0,1730,4200,8,2.0,12,2
15756,520000.0,3,1.75,1540,7558,1.0,0.0,0.0,3,8,1540,0.0,1540,7863,1,6.0,12,0
15757,750000.0,3,2.0,1820,5000,1.5,0.0,0.0,4,8,1720,100.0,2220,7200,6,4.0,12,4
15758,855000.0,5,1.5,1930,4500,1.5,0.0,0.0,3,8,1930,0.0,2083,4500,4,2.0,12,2
15760,265000.0,5,2.75,2920,5250,1.5,0.0,0.0,5,7,1800,1120.0,1220,5250,9,1.0,12,5
15762,546000.0,2,1.0,1200,12856,1.0,0.0,0.0,4,6,1200,0.0,1740,6098,2,4.0,12,6
15763,699950.0,2,2.5,2390,7489,1.0,0.0,0.0,3,8,2390,0.0,2170,7489,11,10.0,12,0
15764,435000.0,3,2.0,1270,10713,1.0,0.0,0.0,4,7,1270,0.0,1620,8250,4,6.0,12,0
15765,259500.0,4,1.5,1300,7200,1.0,0.0,0.0,4,7,1300,0.0,1420,7200,5,6.0,12,1
15766,359950.0,4,3.25,2290,4785,2.0,0.0,0.0,3,9,2290,0.0,2290,4785,10,10.0,12,3
15767,517000.0,3,1.75,1740,10000,1.0,0.0,0.0,3,7,1740,0.0,1350,7500,12,7.0,10,0
15768,579000.0,3,1.0,1590,5400,1.0,0.0,1.0,3,8,1280,310.0,2140,7161,8,4.0,12,4
15769,525000.0,4,2.0,2420,10735,1.5,0.0,0.0,3,7,2420,0.0,1570,9540,9,6.0,12,0
15770,320000.0,4,2.5,2130,9653,1.0,0.0,0.0,3,7,1500,630.0,2000,7988,4,7.0,12,1
15771,635000.0,4,1.75,1950,13320,1.0,0.0,0.0,4,8,1370,580.0,2120,12051,5,6.0,12,0
15772,400000.0,4,2.5,2150,5397,2.0,0.0,0.0,3,8,2150,0.0,2260,5080,9,9.0,12,1
15773,455000.0,3,1.75,1270,7700,1.0,0.0,0.0,4,7,1270,0.0,1510,7700,10,6.0,12,0
15776,162500.0,3,1.5,1390,7417,1.0,0.0,0.0,3,7,1390,0.0,1390,7665,1,6.0,12,5
15777,400000.0,2,2.5,1340,1240,2.0,0.0,0.0,3,8,1150,190.0,1280,1312,11,10.0,12,0
15778,268300.0,3,1.0,1190,9000,1.0,0.0,0.0,3,7,1190,0.0,1960,7200,3,6.0,12,2
15780,342000.0,3,1.75,1780,10409,1.0,0.0,0.0,3,7,1280,500.0,1780,7415,6,8.0,12,1
15781,315000.0,4,2.5,3130,5999,2.0,0.0,0.0,3,7,3130,0.0,3020,5997,3,10.0,12,3
15782,485000.0,4,2.75,1830,8384,1.0,0.0,0.0,3,7,1320,510.0,2190,7695,4,7.0,12,2
15783,277500.0,4,2.5,2550,7500,1.0,0.0,0.0,3,8,1750,800.0,2260,8800,12,7.0,12,5
15785,385000.0,4,1.75,1800,10890,1.5,0.0,0.0,4,6,1800,0.0,1530,9818,8,1.0,12,6
15786,426000.0,2,1.0,1630,7680,1.0,0.0,0.0,3,7,830,800.0,1250,7740,11,4.0,12,2
15787,310000.0,4,2.0,1870,6000,1.5,0.0,0.0,3,7,1870,0.0,1520,7169,6,5.0,12,2
15788,449000.0,4,2.0,1870,6000,1.5,0.0,0.0,3,7,1870,0.0,1520,7169,1,5.0,12,2
15789,375000.0,2,1.0,980,3915,1.0,0.0,0.0,4,7,980,0.0,1425,1576,12,1.0,12,4
15790,1190000.0,3,2.25,2860,10625,1.0,0.0,4.0,3,10,1920,940.0,2860,8075,3,7.0,12,2
15791,468000.0,3,2.25,1470,5597,2.0,0.0,0.0,3,7,1470,0.0,1610,5217,4,8.0,12,6
15792,336000.0,1,1.0,1160,5000,2.0,0.0,0.0,3,7,1160,0.0,2060,5000,4,9.0,12,4
15793,392000.0,4,2.75,1940,6555,2.0,0.0,0.0,3,8,1940,0.0,1840,6912,6,8.0,12,3
15794,412500.0,4,2.25,1630,7969,1.0,0.0,0.0,3,7,1100,530.0,1580,7440,8,7.0,12,0
15795,545000.0,4,2.5,2755,11612,2.0,0.0,0.0,3,8,2755,0.0,2820,12831,3,10.0,12,0
15796,133000.0,5,2.0,1430,5600,1.5,0.0,0.0,3,6,1430,0.0,1860,5980,12,4.0,12,4
15797,440000.0,5,2.0,1430,5600,1.5,0.0,0.0,3,6,1430,0.0,1860,5980,5,4.0,12,4
15798,294450.0,4,2.25,1400,7341,1.0,0.0,0.0,3,7,1300,100.0,2090,7410,12,6.0,12,2
15799,335000.0,4,2.5,2520,7205,2.0,0.0,0.0,3,8,2520,0.0,2350,7632,8,8.0,12,5
15800,362000.0,3,1.0,1290,10125,1.0,0.0,0.0,4,7,1290,0.0,1760,14460,9,5.0,12,2
15802,230500.0,2,1.0,740,8853,1.0,0.0,0.0,3,6,740,0.0,850,8775,3,4.0,12,4
15803,380000.0,4,2.0,1710,9996,1.0,0.0,0.0,3,7,1710,0.0,1550,6768,3,4.0,12,4
15804,292000.0,4,2.75,2414,7693,2.0,0.0,0.0,3,8,2414,0.0,1500,7177,6,10.0,12,5
15805,172500.0,3,1.0,1040,7500,1.0,0.0,0.0,4,6,1040,0.0,1270,8000,8,5.0,12,5
15806,784000.0,4,2.75,3540,7091,1.5,0.0,1.0,4,8,1970,1570.0,2200,6000,7,4.0,12,2
15807,525000.0,4,2.75,2530,11549,1.0,0.0,0.0,3,7,1700,830.0,2530,10000,10,4.0,12,0
15808,600000.0,3,2.5,2320,7609,2.0,0.0,0.0,3,8,2320,0.0,2590,4000,7,10.0,12,1
15810,359900.0,5,2.75,2790,7600,1.5,0.0,0.0,4,7,2790,0.0,1480,7600,2,6.0,12,1
15811,700000.0,4,1.75,1950,7139,1.0,1.0,4.0,3,7,1150,800.0,1600,13122,12,5.0,12,1
15812,280000.0,3,2.0,1020,889,2.0,0.0,0.0,3,7,720,300.0,1130,972,3,10.0,12,4
15816,540000.0,3,2.5,1380,1021,2.0,0.0,0.0,3,8,1160,220.0,1440,1021,8,10.0,12,2
15817,970000.0,4,2.75,3980,9209,2.0,0.0,0.0,3,11,3980,0.0,3800,9333,3,10.0,12,0
15818,330000.0,4,2.5,2080,7000,1.0,0.0,0.0,4,8,1400,680.0,2090,7082,8,8.0,12,1
15819,474000.0,3,1.75,1530,8000,2.0,0.0,0.0,3,7,1530,0.0,1530,7500,7,7.0,12,0
15820,670000.0,4,1.75,1930,9310,1.0,0.0,0.0,4,9,1930,0.0,2110,10290,3,6.0,12,0
15821,1300000.0,4,3.25,2330,9687,2.0,0.0,3.0,3,9,2330,0.0,3880,9017,5,1.0,12,2
15822,1160000.0,4,2.5,3860,10361,2.0,0.0,2.0,4,10,2940,920.0,3720,13155,7,8.0,12,1
15823,440000.0,4,2.5,2880,8061,2.0,0.0,0.0,3,9,2880,0.0,2650,7660,1,8.0,12,1
15824,411000.0,2,2.5,1590,2088,2.0,0.0,0.0,3,9,1590,0.0,2320,3174,7,9.0,12,0
15825,500000.0,3,1.5,2150,4000,1.5,0.0,0.0,3,7,1470,680.0,1750,4000,7,2.0,12,4
15826,1340000.0,4,1.75,2300,13342,1.5,1.0,4.0,3,7,2300,0.0,2500,13342,12,3.0,5,2
15828,465000.0,3,2.25,1970,11088,1.0,0.0,0.0,4,8,1180,790.0,1970,10470,5,6.0,12,2
15829,518000.0,4,2.5,1740,7500,1.0,0.0,0.0,4,7,1220,520.0,1790,7350,6,7.0,12,0
15830,251000.0,3,1.75,1220,7250,1.0,0.0,0.0,3,7,1220,0.0,1700,15251,5,6.0,12,6
15831,255000.0,3,2.0,1290,13282,1.0,0.0,0.0,3,7,1290,0.0,1290,12357,4,7.0,12,3
15832,319000.0,2,1.0,780,8271,1.0,0.0,0.0,4,6,780,0.0,2220,8271,8,2.0,12,2
15833,719000.0,4,2.75,2210,3400,1.5,0.0,0.0,5,7,1470,0.0,1500,3400,9,2.0,12,2
15835,322000.0,4,2.5,1950,4553,2.0,0.0,0.0,3,7,1950,0.0,1780,4598,1,9.0,12,1
15836,205000.0,4,1.0,1340,7920,1.0,0.0,0.0,4,7,1340,0.0,1090,9600,3,6.0,12,5
15837,229000.0,3,1.0,1590,6240,1.0,0.0,0.0,3,7,1060,530.0,1410,6240,1,5.0,12,4
15838,395000.0,3,2.25,1780,9672,1.0,0.0,0.0,3,8,1350,430.0,1860,10080,10,5.0,12,2
15839,183000.0,2,1.0,760,7272,1.0,0.0,0.0,4,7,760,0.0,1370,7866,3,7.0,12,5
15840,583500.0,3,1.75,1720,7800,1.0,0.0,0.0,4,7,1170,550.0,1760,7276,9,7.0,12,0
15842,539000.0,3,1.75,1790,9860,1.0,0.0,0.0,4,7,1410,380.0,1820,9555,9,7.0,12,0
15843,409000.0,4,2.75,3230,12651,2.0,0.0,0.0,4,8,3230,0.0,2550,12081,3,10.0,12,5
15844,510250.0,3,1.75,1400,4000,1.0,0.0,0.0,3,7,870,530.0,1400,4000,5,5.0,12,2
15845,535000.0,2,2.0,1370,3827,1.0,0.0,0.0,3,7,1020,350.0,1550,5102,12,5.0,12,2
15846,280000.0,3,2.5,1600,7936,2.0,0.0,0.0,3,7,1600,0.0,1830,7936,9,9.0,12,3
15847,286000.0,3,1.0,950,8400,1.0,0.0,0.0,3,7,950,0.0,1250,8400,4,5.0,12,1
15848,710000.0,3,2.75,2210,7660,1.0,0.0,1.0,4,7,1460,750.0,2110,8750,3,6.0,12,4
15849,395000.0,2,1.0,930,6380,1.0,0.0,0.0,4,7,930,0.0,1180,6380,7,3.0,12,2
15850,237500.0,2,1.0,810,8494,1.0,0.0,0.0,3,6,810,0.0,1050,7975,9,4.0,12,2
15851,464000.0,3,2.0,1630,6550,1.0,0.0,0.0,5,7,850,780.0,1440,6550,1,1.0,12,4
15852,495000.0,3,1.75,1770,10080,1.0,0.0,0.0,3,8,1770,0.0,1860,10456,10,6.0,12,2
15853,257500.0,1,1.0,710,6060,1.0,0.0,0.0,4,6,710,0.0,1440,4545,2,1.0,12,4
15855,362000.0,3,2.5,2310,7485,2.0,0.0,0.0,3,8,2310,0.0,2310,8142,11,8.0,12,1
15857,172500.0,3,1.0,1140,8800,1.0,0.0,0.0,3,7,1140,0.0,1270,13560,5,7.0,12,5
15858,596000.0,2,1.0,1040,4880,1.0,0.0,0.0,3,7,1040,0.0,1500,4590,1,0.0,7,2
15859,840000.0,4,2.5,2170,9796,1.0,0.0,0.0,4,8,1650,520.0,2350,9796,4,7.0,12,1
15861,435000.0,2,1.5,901,1245,3.0,0.0,0.0,3,7,901,0.0,1138,1137,9,10.0,12,2
15862,251000.0,2,1.0,840,7870,1.0,0.0,0.0,3,6,840,0.0,1442,8131,9,4.0,12,2
15863,282500.0,4,1.0,1650,9750,1.0,0.0,0.0,4,7,1650,0.0,1650,10112,11,6.0,12,1
15864,265000.0,3,2.25,1380,7226,1.0,0.0,0.0,4,7,1140,240.0,1640,7823,10,8.0,12,3
15865,330000.0,3,1.0,910,10240,1.0,0.0,0.0,4,6,910,0.0,1140,10720,12,6.0,12,0
15866,435000.0,2,1.0,1230,3800,1.0,0.0,0.0,3,7,1230,0.0,1610,3800,6,2.0,12,2
15867,827235.0,3,1.75,1740,8560,1.0,0.0,0.0,3,8,1500,240.0,2240,5800,12,4.0,12,2
15868,249950.0,4,1.0,1290,5000,1.5,0.0,0.0,3,7,1290,0.0,1440,2500,5,5.0,12,4
15870,300499.0,4,2.5,2150,7944,2.0,0.0,0.0,3,8,2150,0.0,2170,8319,10,8.0,12,5
15871,449000.0,4,2.0,1560,5220,1.0,0.0,0.0,3,7,1560,0.0,1300,5220,4,5.0,12,2
15872,500000.0,2,1.0,1120,3220,1.0,0.0,0.0,4,7,1120,0.0,1440,3220,10,2.0,12,2
15873,865000.0,3,1.5,1790,7526,1.0,0.0,0.0,3,7,1790,0.0,2080,10943,9,5.0,11,0
15874,899950.0,4,3.5,3290,5414,2.0,0.0,1.0,3,9,2360,930.0,1820,9609,6,10.0,12,0
15875,370000.0,4,1.0,1540,9541,1.5,0.0,0.0,4,7,1540,0.0,1290,9541,8,6.0,12,0
15877,310000.0,3,1.0,1010,9945,1.0,0.0,0.0,4,6,1010,0.0,1390,12710,5,7.0,12,6
15878,1570000.0,4,2.75,2970,12750,1.5,0.0,1.0,4,7,2130,840.0,1980,15300,7,1.0,12,0
15879,245000.0,4,2.25,2190,9113,2.0,0.0,0.0,3,7,2190,0.0,1570,8306,9,8.0,12,5
15880,254950.0,2,1.0,700,8100,1.0,0.0,0.0,3,6,700,0.0,1230,8100,11,4.0,12,2
15882,299950.0,3,2.25,1370,5000,2.0,0.0,0.0,3,7,1370,0.0,1600,7724,4,8.0,12,0
15883,379950.0,4,2.5,2680,4500,2.0,0.0,0.0,3,8,2680,0.0,2010,4500,8,11.0,12,3
15884,350000.0,3,1.0,1390,4820,1.0,0.0,0.0,4,7,910,480.0,1320,4820,8,2.0,12,2
15885,300000.0,3,2.5,1700,3575,2.0,0.0,0.0,3,7,1700,0.0,1590,3380,6,9.0,12,4
15886,994000.0,3,2.25,2510,6339,1.5,0.0,2.0,5,8,1810,700.0,1820,5741,5,3.0,12,2
15887,315000.0,3,1.5,1700,8067,1.0,0.0,0.0,3,7,1250,450.0,1340,7869,11,5.0,12,2
15888,480500.0,4,2.5,2180,11200,1.0,0.0,0.0,4,8,2180,0.0,1790,11200,5,6.0,12,0
15889,373000.0,3,1.0,1770,5720,1.5,0.0,0.0,4,7,1140,630.0,1500,4406,6,2.0,12,4
15890,728000.0,4,2.5,3290,5951,2.0,0.0,0.0,3,9,3290,0.0,3240,6159,9,10.0,12,6
15891,415000.0,4,3.5,3040,7125,2.0,0.0,1.0,3,8,2240,800.0,2220,7800,9,10.0,12,1
15892,427500.0,4,2.5,2460,5091,2.0,0.0,0.0,3,9,2460,0.0,2490,4750,6,10.0,12,1
15893,339300.0,3,2.0,970,10000,1.0,0.0,0.0,5,7,970,0.0,1230,7500,11,7.0,12,0
15894,313000.0,3,1.75,1320,6205,1.0,0.0,0.0,5,7,1320,0.0,1210,6205,5,4.0,12,2
15895,431500.0,3,3.5,1900,1612,2.0,0.0,0.0,3,8,1430,470.0,1780,1525,5,10.0,12,4
15896,415000.0,3,1.5,1220,835,1.5,0.0,0.0,4,6,1220,0.0,1360,1251,3,4.0,12,2
15897,490000.0,3,1.75,1470,9750,1.0,0.0,0.0,4,7,1470,0.0,1800,9600,3,7.0,12,0
15899,275000.0,3,1.5,1400,9750,1.0,0.0,0.0,4,6,1400,0.0,1160,9750,3,6.0,12,3
15900,325000.0,2,1.0,1070,5080,1.0,0.0,0.0,5,6,1070,0.0,900,5080,2,4.0,12,4
15901,1180000.0,5,3.75,3630,6000,1.5,0.0,0.0,3,9,2470,1160.0,2560,7560,6,10.0,12,0
15902,690000.0,4,1.5,1970,4590,2.5,0.0,0.0,3,7,1970,0.0,1900,4590,10,0.0,12,2
15903,410000.0,4,2.0,2010,9474,2.0,0.0,0.0,3,7,2010,0.0,2140,10164,3,5.0,10,5
15904,960000.0,4,2.5,2820,5934,1.0,0.0,3.0,5,9,1770,1050.0,2230,6000,8,5.0,12,4
15905,299250.0,3,2.5,2530,8669,2.0,0.0,0.0,3,9,2530,0.0,2530,9469,10,8.0,12,5
15906,239000.0,2,1.0,710,14000,1.0,0.0,0.0,4,6,710,0.0,1500,10540,7,5.0,12,4
15907,235000.0,2,1.0,1210,9400,1.0,0.0,0.0,2,6,1210,0.0,1580,6026,5,4.0,12,4
15909,431000.0,4,2.5,2300,6087,2.0,0.0,0.0,3,7,2300,0.0,1770,5907,7,10.0,12,1
15910,1640000.0,3,2.5,3110,6765,2.0,0.0,1.0,4,9,2550,560.0,2630,7626,7,4.0,12,2
15911,285000.0,3,1.75,1990,6500,1.0,0.0,0.0,3,7,1090,900.0,2150,6500,12,6.0,12,1
15912,778000.0,3,3.0,2630,10156,1.0,0.0,0.0,4,9,2630,0.0,2660,10455,11,8.0,12,1
15913,415000.0,3,1.0,1300,7975,1.0,0.0,0.0,4,7,1300,0.0,1570,9075,7,5.0,12,0
15914,550285.0,2,1.75,1680,4500,1.0,0.0,0.0,3,8,1680,0.0,1670,4500,1,10.0,12,0
15915,910000.0,3,2.25,2180,9865,1.0,0.0,0.0,4,8,1660,0.0,2600,10034,8,6.0,12,1
15916,860000.0,3,2.5,2770,9136,2.0,0.0,0.0,3,10,2770,0.0,2890,8442,5,9.0,12,1
15917,765000.0,3,1.75,2120,5000,2.0,0.0,0.0,3,7,1980,140.0,2020,5000,10,1.0,10,2
15919,525000.0,3,3.5,1370,1764,2.0,0.0,0.0,3,8,1180,190.0,1400,1398,3,9.0,12,2
15922,345000.0,3,1.75,1990,5650,1.0,0.0,1.0,3,7,1320,670.0,2130,5650,6,6.0,12,4
15923,279000.0,3,2.25,2070,7800,1.0,0.0,0.0,3,7,1170,900.0,1570,8400,3,6.0,12,5
15924,500000.0,3,1.5,1320,8100,1.0,0.0,0.0,4,7,1320,0.0,1480,8100,7,5.0,12,2
15925,237000.0,3,1.0,1300,8160,1.0,0.0,0.0,4,7,1300,0.0,1290,8970,6,5.0,12,1
15926,200500.0,3,1.75,1260,9346,1.0,0.0,0.0,4,7,1260,0.0,1800,9705,6,6.0,12,5
15927,387500.0,4,1.75,2400,9900,1.0,0.0,0.0,3,7,1250,1150.0,1960,9900,3,5.0,12,4
15928,392500.0,4,2.0,1950,8040,1.0,0.0,0.0,3,7,1950,0.0,1950,8092,7,6.0,12,2
15929,305000.0,3,2.0,1430,12430,1.0,0.0,0.0,4,7,1430,0.0,1200,8250,2,5.0,12,1
15930,981000.0,4,2.5,2110,10100,1.0,0.0,2.0,3,8,2110,0.0,2230,10100,9,6.0,10,1
15931,680000.0,4,2.5,2980,8770,2.0,0.0,0.0,3,10,2980,0.0,2940,9238,12,8.0,12,6
15932,276000.0,4,2.5,2068,7242,2.0,0.0,0.0,4,7,2068,0.0,1560,7524,6,7.0,12,5
15933,655500.0,4,3.5,3380,8330,2.0,0.0,0.0,3,8,3380,0.0,2220,8330,5,9.0,12,2
15934,555000.0,5,2.75,2810,13144,1.0,0.0,0.0,3,8,1440,1370.0,2480,13144,12,6.0,12,0
15935,235000.0,2,1.0,930,10505,1.0,0.0,0.0,3,6,930,0.0,1520,8881,4,2.0,12,4
15936,325000.0,3,1.0,1300,8879,1.0,0.0,0.0,3,7,920,380.0,1530,6960,2,4.0,12,2
15937,268950.0,3,1.0,1320,8100,1.0,0.0,0.0,3,6,880,440.0,1000,8100,10,4.0,12,4
15938,264500.0,3,1.5,1580,14040,1.0,0.0,0.0,3,7,1050,530.0,2240,12000,11,7.0,12,5
15939,240000.0,3,2.5,1620,5250,2.0,0.0,0.0,3,8,1620,0.0,1650,5250,11,8.0,12,5
15941,850000.0,2,1.5,2210,5000,1.0,0.0,2.0,3,8,1530,680.0,2700,5000,3,5.0,12,2
15942,294950.0,4,2.25,1740,9600,1.0,0.0,2.0,3,7,1160,580.0,1630,9600,10,5.0,12,5
15943,693000.0,3,2.25,2120,13644,2.0,0.0,0.0,4,9,1420,700.0,2950,17060,12,7.0,12,1
15944,478000.0,4,2.5,2780,7290,2.0,0.0,0.0,3,8,2780,0.0,2450,7738,10,8.0,12,1
15945,222000.0,2,1.0,830,6893,1.0,0.0,0.0,3,7,830,0.0,1470,7200,2,4.0,12,2
15946,635000.0,4,2.5,2070,11286,2.0,0.0,0.0,3,8,2070,0.0,2440,10826,4,9.0,12,1
15947,469000.0,3,3.25,1390,1278,2.0,0.0,0.0,3,8,1140,250.0,1390,1256,9,10.0,12,2
15948,350000.0,4,2.5,2610,5866,2.0,0.0,0.0,3,8,2610,0.0,2480,5188,7,10.0,12,3
15949,180000.0,5,1.0,1460,11726,1.5,0.0,0.0,3,6,1290,170.0,1460,10450,12,3.0,12,4
15951,360000.0,3,1.5,1360,6000,1.0,0.0,0.0,3,6,860,500.0,1560,3000,9,1.0,12,2
15952,630000.0,4,2.5,2807,9430,2.0,0.0,0.0,3,8,2807,0.0,2028,11056,6,9.0,12,2
15953,615000.0,4,1.0,1340,2006,1.5,0.0,0.0,3,7,1340,0.0,2040,3625,4,3.0,12,2
15954,279950.0,3,2.25,1340,7202,2.0,0.0,0.0,4,7,1340,0.0,1470,7395,10,8.0,12,3
15955,317000.0,3,1.0,1160,8813,1.0,0.0,0.0,3,7,1160,0.0,1200,7615,6,5.0,12,2
15956,618000.0,4,2.25,2470,7350,1.0,0.0,0.0,3,7,1600,870.0,1970,7700,10,7.0,12,0
15957,620000.0,5,1.75,2000,8713,1.0,0.0,2.0,3,7,1000,1000.0,2040,8449,3,6.0,12,0
15958,345000.0,3,1.0,1110,6250,1.0,0.0,0.0,3,7,1110,0.0,2010,6944,5,5.0,12,2
15959,608000.0,3,1.5,2240,3750,1.0,0.0,0.0,3,7,1220,1020.0,1570,3400,10,5.0,12,2
15960,325000.0,4,2.25,1920,11603,2.0,0.0,0.0,4,7,1920,0.0,1840,7350,12,6.0,12,1
15961,475000.0,3,1.75,2270,13000,1.0,0.0,0.0,5,8,2270,0.0,2440,10000,11,6.0,12,1
15962,154000.0,3,3.0,1530,9997,1.0,0.0,0.0,3,6,1020,510.0,1410,9997,10,9.0,12,5
15964,376950.0,4,2.5,2643,5750,2.0,0.0,0.0,3,8,2643,0.0,2406,5772,10,11.0,12,3
15965,500000.0,2,2.0,1250,3360,1.0,0.0,0.0,3,7,1250,0.0,1250,3360,7,5.0,12,2
15967,230000.0,3,1.0,880,9035,1.0,0.0,0.0,4,6,880,0.0,1440,10350,1,6.0,12,1
15968,652600.0,4,2.5,2220,5900,2.0,0.0,0.0,3,8,2220,0.0,1620,5900,1,11.0,12,2
15969,185000.0,3,1.75,1130,7000,1.0,0.0,0.0,3,7,1130,0.0,1830,8880,12,7.0,12,5
15970,274950.0,3,1.0,1450,8820,1.0,0.0,0.0,3,6,1050,400.0,1510,8820,6,5.0,12,4
15971,447000.0,2,1.0,760,6035,1.0,0.0,0.0,3,6,760,0.0,2110,6046,2,1.0,12,4
15973,436000.0,5,3.0,2720,9856,2.0,0.0,0.0,4,8,2720,0.0,1420,9685,3,6.0,12,1
15974,825000.0,3,1.75,2080,5000,2.0,0.0,0.0,5,8,2080,0.0,1820,5000,10,0.0,12,2
15976,265000.0,3,2.5,1890,6088,2.0,0.0,0.0,3,7,1890,0.0,1700,6600,3,9.0,12,5
15977,765000.0,3,1.5,1500,5111,2.0,0.0,0.0,5,8,1500,0.0,2380,4519,3,8.0,12,2
15978,509000.0,4,2.0,1960,2166,1.5,0.0,0.0,4,7,1260,700.0,1670,4000,11,2.0,12,2
15979,762450.0,4,1.75,2570,8640,1.0,0.0,0.0,4,8,2570,0.0,2520,8800,3,5.0,12,1
15980,465000.0,5,1.5,1830,9000,1.0,0.0,2.0,3,7,1030,800.0,2610,11175,12,5.0,12,2
15981,564000.0,3,1.75,1980,6250,1.0,0.0,1.0,5,7,1090,890.0,1980,6250,6,0.0,12,4
15982,384500.0,2,1.0,1130,5236,1.0,0.0,0.0,4,6,1130,0.0,1010,5320,4,4.0,12,4
15984,345000.0,2,1.75,1820,8409,1.0,0.0,0.0,4,6,910,910.0,1300,8409,12,4.0,12,2
15985,465950.0,4,2.5,2340,6896,2.0,0.0,0.0,3,7,2340,0.0,2950,6775,6,10.0,12,1
15986,325000.0,3,1.75,1780,11096,1.0,0.0,0.0,3,7,1210,570.0,1780,10640,8,7.0,12,0
15987,500000.0,3,1.75,1780,11096,1.0,0.0,0.0,3,7,1210,570.0,1780,10640,2,7.0,12,0
15989,475000.0,4,3.0,2410,8284,1.0,0.0,0.0,5,7,1210,1200.0,2050,7940,10,6.0,12,0
